Path,True_label,0_prop,1_prop,Pred
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (20),0,0.7058823529411765,0.29411764705882354,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (28),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (13),0,0.9657534246575342,0.03424657534246575,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (33),0,0.9950738916256158,0.0049261083743842365,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (7),0,0.8589743589743589,0.14102564102564102,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (29),0,0.7969924812030075,0.20300751879699247,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (30),0,0.6581632653061225,0.34183673469387754,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (22),0,0.9929328621908127,0.007067137809187279,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (21),0,0.7320261437908496,0.2679738562091503,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (3),0,0.9037433155080213,0.0962566844919786,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (8),0,0.9498069498069498,0.05019305019305019,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (9),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (5),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (2),0,0.9800995024875622,0.01990049751243781,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (14),0,0.8954545454545455,0.10454545454545454,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (19),0,0.9404761904761905,0.05952380952380952,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (32),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (1),0,0.7884615384615384,0.21153846153846154,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (34),0,0.9621621621621622,0.03783783783783784,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (15),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (23),0,0.9964664310954063,0.0035335689045936395,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (18),0,0.98,0.02,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (24),0,0.624,0.376,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (26),0,0.9869565217391304,0.013043478260869565,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (25),0,0.8527397260273972,0.14726027397260275,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (16),0,0.9807692307692307,0.019230769230769232,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (27),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (4),0,0.9705882352941176,0.029411764705882353,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (6),0,0.976,0.024,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (12),0,0.9573643410852714,0.04263565891472868,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (11),0,1.0,0.0,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (31),0,0.98,0.02,0
../../ICIP_denoised_data/Data_1/train/0/RawDataQA (17),0,1.0,0.0,0
